,NCESSCH,TITLEI,LEAID,G12,SCHOOL_LEVEL,TOTFRL,FTE,STUTERATIO,TOTMENROL,TOTFENROL,PCT_MEN,PCT_FEN,PCT_FRL,SCHOOL_TYPE,STNAM,FIPST,ALL_RATE,ALL_COHORT,MAM_COHORT,MAS_COHORT,MBL_COHORT,MHI_COHORT,MTR_COHORT,MWH_COHORT,CWD_COHORT,ECD_COHORT,FCS_COHORT,HOM_COHORT,LEP_COHORT,Success_Rate,PPCSTOT,MATH_NUM,MATH_PCT,READ_NUM,READ_PCT
15549,510371002426,Not Applicable,5103710,297,High,683,104.4899979,14.3,754,740,0.5046854083,0.5046854083,0.4571619813,1,VIRGINIA,51,87,380,0,5,237,13,14,111,47,175,1,4,4,1,11010,717,89,326,86
15550,510371002218,Not Applicable,5103710,328,High,439,100.3000031,15.6,810,759,0.5162523901,0.5162523901,0.2797960484,1,VIRGINIA,51,91,385,2,15,204,27,16,121,44,120,1,2,1,1,11010,784,91,382,88
15551,510371002219,Not Applicable,5103710,221,High,553,77.76000214,13.6,543,513,0.5142045455,0.5142045455,0.5236742424,1,VIRGINIA,51,80,273,1,0,175,8,6,83,50,133,0,4,0,1,11010,400,81,258,80
15552,510375001635,Not Applicable,5103750,61,High,132,32.56999969,7.2,120,116,0.5084745763,0.5084745763,0.5593220339,1,VIRGINIA,51,85,66,0,0,45,0,0,21,13,43,0,0,0,1,20648,127,75,57,80
15553,510162000680,Not Applicable,5101620,390,High,587,107.5,16.5,957,816,0.5397631134,0.5397631134,0.3310772702,1,VIRGINIA,51,87,388,2,4,29,23,21,309,51,137,0,3,1,1,11391,715,84,50.59406569,92
15554,510201000875,Not Applicable,5102010,291,High,337,78.70999908,15.8,632,613,0.5076305221,0.5076305221,0.2706827309,1,VIRGINIA,51,89,313,1,4,116,12,14,166,39,82,1,1,1,1,10897,578,80,297,90
15555,510201000877,Not Applicable,5102010,137,High,137,36.47000122,14.3,270,252,0.5172413793,0.5172413793,0.2624521073,1,VIRGINIA,51,90,139,3,1,34,7,1,93,12,48,0,3,1,1,10897,268,85,117,90
15556,510243000993,Not Applicable,5102430,89,High,142,31.73999977,11.6,198,169,0.5395095368,0.5395095368,0.3869209809,1,VIRGINIA,51,85,94,0,1,6,3,5,79,6,36,0,0,0,1,13170,132,75,106,90
15557,510415001443,Not Applicable,5104150,293,High,341,87.48000336,13.4,570,599,0.4875962361,0.4875962361,0.2917023097,1,VIRGINIA,51,94,303,1,21,35,18,28,200,24,39,0,4,4,1,10787,503,91,294,95
15558,510415001812,Not Applicable,5104150,133,High,145,51.22999954,10.8,273,278,0.4954627949,0.4954627949,0.2631578947,1,VIRGINIA,51,90,136,0,7,30,15,9,75,16,35,0,1,6,1,10787,269,85,119,85
15559,510415001820,Not Applicable,5104150,266,High,181,88.11000061,12.7,556,564,0.4964285714,0.4964285714,0.1616071429,1,VIRGINIA,51,97,274,3,17,30,31,27,166,18,28,0,0,5,1,10787,510,90,305,94
15560,510415001823,Not Applicable,5104150,241,High,225,78.76000214,14.2,540,580,0.4821428571,0.4821428571,0.2008928571,1,VIRGINIA,51,96,241,1,14,25,17,22,162,22,44,0,6,4,1,10787,517,93,257,90
15561,510415002330,Not Applicable,5104150,14,High,3,12.63000011,5.6,48,23,0.676056338,0.676056338,0.04225352113,1,VIRGINIA,51,50,15,0,0,1,0,1,13,10,5,0,1,0,0,10787,24,80,21,80
15562,510081000299,Not Applicable,5100810,368,High,726,112.1800003,15.2,888,818,0.5205158265,0.5205158265,0.4255568581,1,VIRGINIA,51,88,413,0,14,208,24,23,144,68,190,4,2,7,1,11788,749,85,50.59406569,88
15563,510081000303,Not Applicable,5100810,467,High,1248,162.9299927,13.2,1093,1055,0.5088454376,0.5088454376,0.5810055866,1,VIRGINIA,51,85,539,1,15,308,47,23,145,99,281,2,5,19,1,11788,1009,87,50.59406569,83
15564,510081000312,Not Applicable,5100810,509,High,634,136,15.8,1099,1045,0.5125932836,0.5125932836,0.2957089552,1,VIRGINIA,51,90,525,1,12,223,33,21,235,79,149,1,2,6,1,11788,897,95,50.59406569,92
15565,510081001482,Not Applicable,5100810,414,High,155,105.5,16.4,870,865,0.5014409222,0.5014409222,0.08933717579,1,VIRGINIA,51,95,420,1,12,29,34,20,324,51,45,0,0,2,1,11788,765,97,50.59406569,94
15566,510081001832,Not Applicable,5100810,362,High,685,111.4400024,14.5,782,831,0.4848109113,0.4848109113,0.4246745195,1,VIRGINIA,51,88,407,1,11,162,43,23,167,46,173,0,4,9,1,11788,673,92,50.59406569,87
15567,510081002031,Not Applicable,5100810,340,High,267,94,15.2,742,686,0.5196078431,0.5196078431,0.1869747899,1,VIRGINIA,51,93,360,2,9,69,31,25,224,38,65,0,0,2,1,11788,660,90,50.59406569,91
15568,510081002765,Not Applicable,5100810,558,High,278,132.4199982,17.4,1193,1110,0.5180199739,0.5180199739,0.1207121146,1,VIRGINIA,51,95,563,2,24,91,41,54,351,58,76,2,1,5,1,11788,1029,97,50.59406569,97
15569,510180000731,Not Applicable,5101800,363,High,794,106.8899994,16.2,810,922,0.4676674365,0.4676674365,0.4584295612,1,VIRGINIA,51,90,417,0,9,290,30,19,69,58,199,0,9,3,1,11508,617,78,391,84
15570,510180000742,Not Applicable,5101800,299,High,880,96.76999664,15.7,791,733,0.5190288714,0.5190288714,0.5774278215,1,VIRGINIA,51,86,365,2,8,296,10,16,33,54,219,4,8,21,1,11508,552,82,361,75
15571,510180000747,Not Applicable,5101800,368,High,675,105.7699966,15.7,866,794,0.521686747,0.521686747,0.406626506,1,VIRGINIA,51,87,439,1,14,182,22,27,193,58,186,0,2,4,1,11508,605,81,395,86
15572,510180000755,Not Applicable,5101800,220,High,612,79.11000061,12.9,581,439,0.5696078431,0.5696078431,0.6,1,VIRGINIA,51,80,280,0,1,201,17,16,45,46,177,1,4,3,1,11508,397,75,209,75
15573,510267001079,Yes,5102670,126,High,835,83.62000275,10.6,451,434,0.5096045198,0.5096045198,0.9435028249,1,VIRGINIA,51,73,213,0,7,183,11,4,8,16,133,0,7,6,1,12193,413,71,200,65
15574,510267001098,Not Applicable,5102670,439,High,1057,142.4700012,13.7,944,1010,0.483111566,0.483111566,0.5409416581,1,VIRGINIA,51,78,508,1,12,262,49,39,145,57,257,1,6,23,1,12193,820,70,472,79
15575,510267001104,Not Applicable,5102670,188,High,701,97.87999725,11.9,627,537,0.5386597938,0.5386597938,0.602233677,1,VIRGINIA,51,77,284,1,15,196,27,11,34,29,171,1,3,19,1,12193,531,78,247,70
15576,510267001117,Not Applicable,5102670,383,High,713,124.6699982,13.3,821,836,0.4954737477,0.4954737477,0.4302957151,1,VIRGINIA,51,81,436,3,17,226,27,23,140,26,189,0,6,7,1,12193,676,80,426,87
15577,510267001122,Not Applicable,5102670,439,High,1052,125.7699966,15,940,941,0.4997341839,0.4997341839,0.5592769803,1,VIRGINIA,51,81,483,1,22,248,55,29,128,53,254,0,7,26,1,12193,770,72,437,76
15578,510298001231,Not Applicable,5102980,169,High,86,64.44000244,11.1,389,325,0.5448179272,0.5448179272,0.1204481793,1,VIRGINIA,51,90,178,0,6,3,10,9,150,13,23,0,1,1,1,11192,319,85,156,90
15579,510300000375,Not Applicable,5103000,355,High,602,94.91000366,14.9,709,706,0.5010600707,0.5010600707,0.4254416961,1,VIRGINIA,51,89,373,0,5,260,14,8,86,33,175,1,4,6,1,11888,677,92,404,95
15580,510300001250,Not Applicable,5103000,230,High,1061,80.66999817,13.2,515,550,0.4835680751,0.4835680751,0.9962441315,1,VIRGINIA,51,76,277,0,1,257,6,4,9,37,153,0,2,0,1,11888,292,80,233,80
15581,510300001255,Not Applicable,5103000,333,High,749,102.3600006,13,656,671,0.4943481537,0.4943481537,0.5644310475,1,VIRGINIA,51,75,378,2,6,221,14,19,116,55,217,0,2,6,1,11888,449,86,314,83
15582,510384000412,Not Applicable,5103840,459,High,464,125.8899994,14.1,871,908,0.4896008994,0.4896008994,0.2608206858,1,VIRGINIA,51,90,442,1,40,84,33,44,240,36,144,0,6,7,1,11878,787,88,431,93
15583,510384000434,Not Applicable,5103840,452,High,702,124.6999969,15.1,966,923,0.5113816834,0.5113816834,0.3716251985,1,VIRGINIA,51,90,482,2,42,168,57,47,166,50,195,2,7,8,1,11878,820,83,471,90
15584,510384001046,Not Applicable,5103840,523,High,584,126.3499985,16.4,1140,929,0.5509908168,0.5509908168,0.2822619623,1,VIRGINIA,51,92,516,2,44,71,55,38,306,50,152,0,7,5,1,11878,788,92,501,93
15585,510384001675,Not Applicable,5103840,451,High,985,131.4700012,14.8,918,1026,0.4722222222,0.4722222222,0.5066872428,1,VIRGINIA,51,82,462,0,29,217,40,39,137,62,263,2,9,14,1,11878,820,81,439,80
15586,510384001684,Not Applicable,5103840,469,High,546,110.3300018,17,930,948,0.4952076677,0.4952076677,0.2907348243,1,VIRGINIA,51,91,487,1,8,85,65,40,288,43,153,0,5,8,1,11878,807,94,408,90
15587,510384001685,Not Applicable,5103840,485,High,190,124.6999969,15.8,1013,960,0.5134313229,0.5134313229,0.09630005068,1,VIRGINIA,51,96,506,0,14,37,28,30,397,42,49,0,1,2,1,11878,891,87,497,95
15588,510384001694,Not Applicable,5103840,352,High,611,113.25,15,865,829,0.5106257379,0.5106257379,0.3606847698,1,VIRGINIA,51,86,383,5,6,83,42,15,232,42,139,1,2,5,1,11878,808,90,384,93
15589,510384001879,Not Applicable,5103840,357,High,739,105.1500015,13.2,747,645,0.536637931,0.536637931,0.5308908046,1,VIRGINIA,51,84,397,0,26,164,57,28,122,50,215,1,4,10,1,11878,634,91,339,83
15590,510384002049,Not Applicable,5103840,421,High,394,112.0199966,16.2,970,845,0.5344352617,0.5344352617,0.2170798898,1,VIRGINIA,51,91,437,0,16,47,39,31,304,38,100,0,4,14,1,11878,789,95,407,94
15591,510384002166,Not Applicable,5103840,423,High,615,110.2300034,15.9,832,925,0.4735344337,0.4735344337,0.3500284576,1,VIRGINIA,51,92,411,0,37,132,43,46,153,35,165,0,6,8,1,11878,791,92,395,92
15592,510384002323,Not Applicable,5103840,573,High,761,136.9199982,16.1,1301,910,0.5884215287,0.5884215287,0.3441881502,1,VIRGINIA,51,91,559,2,82,155,60,58,202,59,210,0,4,15,1,11878,939,87,555,89
15593,510384002957,Not Applicable,5103840,84,High,166,29.79000092,12.1,138,222,0.3833333333,0.3833333333,0.4611111111,1,VIRGINIA,51,95,85,0,4,34,10,15,22,3,43,0,0,2,1,11878,187,90,77,95
15594,510126002436,Not Applicable,5101260,578,High,408,141.8600006,15.9,1140,1111,0.5064415815,0.5064415815,0.1812527765,1,VIRGINIA,51,93,584,2,119,111,71,30,251,86,119,2,2,45,1,15690,952,86,50.59406569,88
15595,510126000059,Not Applicable,5101260,732,High,463,174.1600037,16.4,1484,1379,0.5183374083,0.5183374083,0.1617184771,1,VIRGINIA,51,93,676,3,234,49,87,30,273,97,108,0,3,73,1,15690,1274,95,50.59406569,94
15596,510126000422,Not Applicable,5101260,20,High,-1,21.57999992,7,99,52,0.6556291391,0.6556291391,0.006622516556,0,VIRGINIA,51,5,191,0,9,7,167,2,6,0,50,0,8,176,0,15690,140,15,50.59406569,10
15597,510126000423,Not Applicable,5101260,546,High,1300,157.3800049,14.2,1207,1033,0.5388392857,0.5388392857,0.5803571429,1,VIRGINIA,51,78,570,1,119,94,265,9,82,74,344,0,15,222,1,15690,1102,78,50.59406569,75
15598,510126000461,Not Applicable,5101260,491,High,747,146.5,14.5,1107,1012,0.5224162341,0.5224162341,0.3525247758,1,VIRGINIA,51,85,498,3,62,112,167,23,131,79,184,0,4,111,1,15690,1106,85,50.59406569,85
15599,510126000468,Not Applicable,5101260,481,High,1015,165.6699982,12.7,1129,982,0.534817622,0.534817622,0.4808147797,1,VIRGINIA,51,74,514,1,114,28,260,25,86,71,258,1,19,201,1,15690,1101,80,50.59406569,72
15600,510126000489,Not Applicable,5101260,591,High,1055,179.8500061,14.8,1375,1279,0.5180859081,0.5180859081,0.3975131876,1,VIRGINIA,51,81,606,0,52,95,221,22,216,105,261,1,11,158,1,15690,1280,74,50.59406569,81
15601,510126000493,Not Applicable,5101260,551,High,866,193.4299927,15.9,1556,1521,0.5056873578,0.5056873578,0.2814429639,1,VIRGINIA,51,95,552,2,82,150,120,30,168,70,155,0,5,52,1,15690,1024,83,50.59406569,87
15602,510126000495,Not Applicable,5101260,530,High,927,172.7799988,13.6,1229,1124,0.5223119422,0.5223119422,0.3939651509,1,VIRGINIA,51,76,575,1,69,57,245,19,184,93,234,1,18,193,1,15690,1165,82,50.59406569,75
15603,510126000497,Not Applicable,5101260,174,High,137,31.01000023,11,179,161,0.5264705882,0.5264705882,0.4029411765,0,VIRGINIA,51,25,169,1,17,26,109,3,13,13,82,2,10,113,0,15690,132,30,50.59406569,35
15604,510126000505,Not Applicable,5101260,477,High,1331,150.0500031,14.9,1202,1039,0.536367693,0.536367693,0.5939312807,1,VIRGINIA,51,76,518,0,58,50,293,13,104,55,311,0,30,237,1,15690,1286,80,50.59406569,73
15605,510126000516,Not Applicable,5101260,730,High,644,268.5,16,2236,2051,0.5215768603,0.5215768603,0.1502216002,1,VIRGINIA,51,94,719,1,158,59,128,39,334,95,129,1,8,70,1,15690,1360,89,50.59406569,94
15606,510126000517,Not Applicable,5101260,478,High,34,114.9599991,16.9,973,970,0.5007720021,0.5007720021,0.01749871333,1,VIRGINIA,51,96,476,0,128,4,21,26,297,39,9,0,1,12,1,15690,800,95,50.59406569,97
15607,510126000521,Not Applicable,5101260,437,High,883,135.8600006,13,952,813,0.5393767705,0.5393767705,0.5002832861,1,VIRGINIA,51,79,470,1,115,58,194,12,90,83,258,1,12,191,1,15690,958,74,50.59406569,78
15608,510126000532,Not Applicable,5101260,538,High,221,149.1000061,14.9,1174,1051,0.5276404494,0.5276404494,0.0993258427,1,VIRGINIA,51,94,550,0,99,11,69,34,337,52,68,0,1,55,1,15690,1020,91,50.59406569,92
15609,510126000535,Not Applicable,5101260,592,High,386,135.7299957,16.6,1177,1077,0.5221827862,0.5221827862,0.1712511091,1,VIRGINIA,51,92,603,2,114,29,104,42,312,63,97,1,4,92,1,15690,1004,93,50.59406569,93
15610,510126000538,Not Applicable,5101260,546,High,188,137.6300049,16.5,1176,1099,0.5169230769,0.5169230769,0.08263736264,1,VIRGINIA,51,95,535,1,119,18,62,27,308,50,53,0,0,39,1,15690,1046,95,50.59406569,96
15611,510126000542,Not Applicable,5101260,543,High,1148,169.1499939,12,1055,967,0.521760633,0.521760633,0.5677546983,1,VIRGINIA,51,77,523,0,35,122,263,10,93,89,289,2,8,177,1,15690,1140,69,50.59406569,71
15612,510126000550,Not Applicable,5101260,687,High,340,159.0299988,17.3,1428,1321,0.5194616224,0.5194616224,0.1236813387,1,VIRGINIA,51,94,682,2,222,35,74,28,321,67,106,1,2,76,1,15690,1305,92,50.59406569,93
15613,510126000561,Not Applicable,5101260,646,High,406,252.6699982,15.1,1948,1870,0.5102147721,0.5102147721,0.1063383971,1,VIRGINIA,51,97,625,1,97,34,94,36,363,87,75,1,2,45,1,15690,1255,94,50.59406569,93
15614,510126000566,Not Applicable,5101260,615,High,681,186.7700043,13.4,1322,1190,0.5262738854,0.5262738854,0.2710987261,1,VIRGINIA,51,87,613,2,56,79,169,40,267,93,178,0,11,105,1,15690,1228,85,50.59406569,88
15615,510126000585,Not Applicable,5101260,556,High,290,140.8999939,16.4,1162,1148,0.503030303,0.503030303,0.1255411255,1,VIRGINIA,51,97,541,1,72,58,90,34,286,60,66,1,7,29,1,15690,1047,96,50.59406569,95
15616,510126000600,Not Applicable,5101260,611,High,285,165.4900055,14.6,1225,1185,0.5082987552,0.5082987552,0.1182572614,1,VIRGINIA,51,95,608,1,133,26,80,38,330,103,73,1,2,44,1,15690,1090,95,50.59406569,95
15617,510126001099,Not Applicable,5101260,145,High,98,26.29999924,9,148,90,0.6218487395,0.6218487395,0.4117647059,0,VIRGINIA,51,35,152,3,19,20,84,6,20,16,77,0,8,94,0,15690,127,80,50.59406569,50
15618,510126002034,Not Applicable,5101260,425,High,33,101.7300034,17.5,1056,725,0.5929253229,0.5929253229,0.01852891634,1,VIRGINIA,51,99,427,0,301,7,9,18,92,7,9,0,0,1,1,15690,582,99,50.59406569,99
15619,510126002114,Not Applicable,5101260,664,High,679,159.9700012,16.3,1377,1237,0.5267788829,0.5267788829,0.2597551645,1,VIRGINIA,51,88,679,0,211,58,146,35,229,85,188,0,22,131,1,15690,1256,87,50.59406569,89
15620,510126002529,Not Applicable,5101260,679,High,674,184.9600067,14.6,1419,1287,0.5243902439,0.5243902439,0.2490761271,1,VIRGINIA,51,89,670,0,128,79,161,34,268,114,192,1,9,135,1,15690,1366,86,50.59406569,85
15621,510126000463,Not Applicable,5101260,566,High,502,145.5,16,1195,1130,0.5139784946,0.5139784946,0.2159139785,1,VIRGINIA,51,89,578,1,126,61,137,35,218,69,134,2,12,85,1,15690,1043,86,50.59406569,88
15622,510225002447,Not Applicable,5102250,468,High,176,156.75,13.2,1023,1050,0.493487699,0.493487699,0.0849011095,1,VIRGINIA,51,97,461,2,136,28,44,27,224,40,45,0,2,21,1,14986,846,90,482,97
15623,510225002451,Not Applicable,5102250,414,High,99,139.1000061,13.4,908,955,0.4873859367,0.4873859367,0.05314009662,1,VIRGINIA,51,98,414,1,88,20,42,19,244,32,22,1,3,9,1,14986,825,92,437,97
15624,510225000913,Not Applicable,5102250,411,High,245,126.1600037,12.7,818,782,0.51125,0.51125,0.153125,1,VIRGINIA,51,95,418,1,80,42,61,19,215,37,66,1,13,29,1,14986,641,89,391,93
15625,510225000923,Not Applicable,5102250,344,High,263,133.5099945,11,745,724,0.5071477195,0.5071477195,0.179033356,1,VIRGINIA,51,87,339,1,28,13,71,11,215,41,68,1,18,40,1,14986,638,91,383,88
15626,510225000924,Not Applicable,5102250,337,High,124,109.9499969,12.3,733,616,0.5433654559,0.5433654559,0.0919199407,1,VIRGINIA,51,96,344,0,11,14,34,17,268,50,31,1,10,12,1,14986,582,88,328,91
15627,510225000928,Yes,5102250,347,High,799,137.6000061,10.1,725,665,0.5215827338,0.5215827338,0.5748201439,1,VIRGINIA,51,73,372,2,52,12,246,11,49,39,232,0,56,165,1,14986,648,74,386,76
15628,510225001627,Not Applicable,5102250,411,High,327,140.8699951,11.6,856,778,0.5238678091,0.5238678091,0.200122399,1,VIRGINIA,51,90,426,2,46,46,101,22,209,57,104,0,11,54,1,14986,609,79,376,93
15629,510225002538,Not Applicable,5102250,384,High,171,132.3800049,13,866,851,0.5043680839,0.5043680839,0.09959231217,1,VIRGINIA,51,95,383,0,39,26,50,25,243,42,37,0,2,14,1,14986,742,87,414,93
15630,510225002865,Not Applicable,5102250,496,High,178,122.2799988,13.5,827,826,0.5003024803,0.5003024803,0.1076830006,1,VIRGINIA,51,96,481,2,153,53,33,27,213,52,56,1,8,34,1,14986,483,83,550,94
15631,510225003001,Not Applicable,5102250,377,High,160,118.7200012,15.2,919,883,0.5099889012,0.5099889012,0.08879023307,1,VIRGINIA,51,95,387,0,71,35,43,21,217,43,36,0,7,17,1,14986,771,89,467,95
15632,510313002457,Not Applicable,5103130,727,High,336,171.3000031,17.7,1594,1438,0.5257255937,0.5257255937,0.110817942,1,VIRGINIA,51,97,738,0,86,57,95,55,445,66,84,0,2,21,1,11580,1369,92,785,94
15633,510313002458,Not Applicable,5103130,562,High,1592,144.5899963,15.7,1203,1073,0.5285588752,0.5285588752,0.6994727592,1,VIRGINIA,51,75,595,2,39,169,333,23,29,101,423,0,1,198,1,11580,1079,79,512,76
15634,510313000186,Not Applicable,5103130,549,High,1002,130.8899994,17.7,1106,1209,0.4777537797,0.4777537797,0.4328293737,1,VIRGINIA,51,91,549,2,53,173,196,32,93,55,231,0,1,78,1,11580,1101,83,566,88
15635,510313001288,Not Applicable,5103130,239,High,120,69.79000092,14.6,523,496,0.5132482826,0.5132482826,0.1177625123,1,VIRGINIA,51,91,266,1,7,10,32,13,203,33,39,0,2,13,1,11580,510,85,244,85
15636,510313001299,Not Applicable,5103130,601,High,1556,136.1199951,17.8,1272,1150,0.5251857969,0.5251857969,0.6424442609,1,VIRGINIA,51,79,675,2,61,149,381,20,62,75,426,0,4,204,1,11580,1076,71,615,78
15637,510313001313,Not Applicable,5103130,485,High,803,138.3600006,17.3,1112,1277,0.4654667225,0.4654667225,0.3361239012,1,VIRGINIA,51,89,516,3,65,77,172,26,173,43,166,0,1,81,1,11580,1208,87,553,91
15638,510313001321,Not Applicable,5103130,583,High,1454,160.7400055,16.1,1453,1135,0.5614374034,0.5614374034,0.5618238022,1,VIRGINIA,51,81,607,2,39,91,336,35,104,86,349,2,5,178,1,11580,1283,83,582,77
15639,510313001327,Not Applicable,5103130,616,High,1165,154.0200043,17.9,1413,1337,0.5138181818,0.5138181818,0.4236363636,1,VIRGINIA,51,87,660,2,58,151,218,38,193,57,275,0,4,94,1,11580,1471,84,636,86
15640,510313001857,Not Applicable,5103130,517,High,962,119.6699982,16.7,1083,914,0.5423134702,0.5423134702,0.4817225839,1,VIRGINIA,51,85,536,6,52,270,129,24,55,65,264,1,7,85,1,11580,918,78,488,76
15641,510313002542,Not Applicable,5103130,533,High,644,131.9199982,16.9,1236,993,0.5545087483,0.5545087483,0.2889187977,1,VIRGINIA,51,91,556,0,44,136,117,42,217,59,160,0,3,39,1,11580,1157,83,504,90
15642,510313002850,Not Applicable,5103130,693,High,365,166.0500031,16.4,1400,1322,0.5143277002,0.5143277002,0.134092579,1,VIRGINIA,51,96,693,3,89,85,107,43,366,77,97,0,0,45,1,11580,1444,92,650,94
15643,510313003025,Not Applicable,5103130,517,High,455,145.0200043,17.8,1197,1385,0.4635941131,0.4635941131,0.1762199845,1,VIRGINIA,51,94,507,1,40,100,92,31,243,45,91,1,1,32,1,11580,1335,85,670,94
15644,510364002462,Not Applicable,5103640,456,High,420,110.3300018,17.4,981,938,0.511203752,0.511203752,0.2188639917,1,VIRGINIA,51,94,473,1,15,71,65,20,301,41,117,0,8,18,1,11214,942,84,466,85
15645,510364001593,Not Applicable,5103640,268,High,398,81.81999969,14,624,520,0.5454545455,0.5454545455,0.3479020979,1,VIRGINIA,51,92,273,1,4,33,19,14,202,27,97,1,1,1,1,11214,569,73,328,86
15646,510364001873,Not Applicable,5103640,306,High,338,75.77999878,15.7,600,587,0.5054759899,0.5054759899,0.2847514743,1,VIRGINIA,51,94,308,0,7,49,43,24,185,27,87,0,2,12,1,11214,583,78,279,85
15647,510364001881,Not Applicable,5103640,513,High,676,111.8499985,18,1023,992,0.5076923077,0.5076923077,0.335483871,1,VIRGINIA,51,86,522,2,27,137,85,26,245,52,165,1,8,29,1,11214,1047,76,443,82
15648,510364002134,Not Applicable,5103640,315,High,546,79.58999634,16.2,650,642,0.5030959752,0.5030959752,0.4226006192,1,VIRGINIA,51,83,338,0,19,73,73,17,156,42,150,1,3,23,1,11214,690,69,289,80
15649,510366002464,Not Applicable,5103660,398,High,291,110.5299988,16.7,898,945,0.4872490505,0.4872490505,0.1578947368,1,VIRGINIA,51,93,404,1,14,55,59,31,244,45,91,1,3,19,1,10337,1006,86,460,93
15650,510366000591,Not Applicable,5103660,460,High,512,113.9499969,16.5,966,911,0.5146510389,0.5146510389,0.2727757059,1,VIRGINIA,51,91,468,1,15,118,110,31,193,50,148,2,8,25,1,10337,1068,82,426,87
15651,510366001602,Not Applicable,5103660,502,High,522,130.6000061,15.2,1029,951,0.5196969697,0.5196969697,0.2636363636,1,VIRGINIA,51,90,512,1,16,93,62,38,302,56,165,2,4,30,1,10337,993,78,435,86
15652,510366001923,Not Applicable,5103660,556,High,382,127.4300003,16.4,1044,1040,0.5009596929,0.5009596929,0.1833013436,1,VIRGINIA,51,96,550,2,24,121,62,52,289,41,125,1,3,15,1,10337,985,92,521,91
15653,510366001979,Not Applicable,5103660,412,High,589,120.9599991,14,861,831,0.5088652482,0.5088652482,0.348108747,1,VIRGINIA,51,91,430,0,15,109,114,32,160,42,177,1,2,58,1,10337,954,87,403,90
15654,510027000111,Not Applicable,5100270,545,High,924,145.2299957,16.1,1232,1107,0.5267208209,0.5267208209,0.3950406156,1,VIRGINIA,51,85,518,2,56,107,220,27,106,92,233,3,6,182,1,19301,1121,85,50.59406569,82
15655,510027000112,Not Applicable,5100270,680,High,662,145.3300018,17.1,1256,1226,0.5060435133,0.5060435133,0.2667203868,1,VIRGINIA,51,88,668,2,64,56,198,40,308,97,197,2,9,158,1,19301,1031,87,50.59406569,86
15656,510027000115,Not Applicable,5100270,536,High,251,134.6799927,17.1,1200,1108,0.5199306759,0.5199306759,0.1087521664,1,VIRGINIA,51,95,522,2,52,22,80,32,334,86,64,0,4,53,1,19301,1125,93,50.59406569,94
15657,510027002875,Not Applicable,5100270,107,High,154,16.92000008,9.3,89,68,0.5668789809,0.5668789809,0.9808917197,1,VIRGINIA,51,11,44,0,0,3,37,1,3,0,15,0,1,39,0,19301,14,50,50.59406569,50
15658,510087002100,Not Applicable,5100870,180,High,116,53.59000015,12.8,338,348,0.4927113703,0.4927113703,0.1690962099,1,VIRGINIA,51,90,185,1,3,6,17,4,154,23,32,1,0,2,1,11919,320,74,50.59406569,85
15659,510129000283,Not Applicable,5101290,208,High,-1,62.99000168,13.1,432,393,0.5236363636,0.5236363636,0.001212121212,1,VIRGINIA,51,98,205,1,20,6,23,21,134,31,21,0,1,19,1,19222,408,88,50.59406569,95
15660,510132000607,Not Applicable,5101320,348,High,227,103.5599976,12.7,681,632,0.5186595583,0.5186595583,0.1728865194,1,VIRGINIA,51,90,347,1,9,30,44,19,244,42,71,0,9,22,1,13059,581,80,50.59406569,88
15661,510132000854,Not Applicable,5101320,321,High,441,114.3199997,11.1,663,602,0.5241106719,0.5241106719,0.3486166008,1,VIRGINIA,51,91,328,1,6,34,80,7,200,50,115,1,6,24,1,13059,666,63,50.59406569,79
15662,510132002785,Not Applicable,5101320,309,High,110,94.98000336,12.8,625,586,0.5161023947,0.5161023947,0.09083402147,1,VIRGINIA,51,94,308,1,5,12,22,9,259,25,27,1,4,4,1,13059,596,79,50.59406569,89
15663,510012000054,Not Applicable,5100120,901,High,1844,327.0299988,12.2,2082,1903,0.5224592221,0.5224592221,0.4627352572,1,VIRGINIA,51,75,980,4,51,284,400,19,222,95,620,5,11,319,1,18111,2181,64,50.59406569,77
15664,510151000661,Not Applicable,5101510,240,High,386,66.26000214,15.3,524,487,0.5182987141,0.5182987141,0.3818001978,1,VIRGINIA,51,76,279,1,13,97,60,9,99,29,136,2,10,39,1,13149,416,60,50.59406569,80
15665,510236000978,Not Applicable,5102360,498,High,1109,136.8800049,16.1,1165,1044,0.5273879584,0.5273879584,0.5020371209,1,VIRGINIA,51,74,568,2,32,61,341,21,111,78,247,1,11,182,1,13357,962,72,451,80
15666,510239000983,Not Applicable,5102390,301,High,642,72.26999664,16,606,550,0.5242214533,0.5242214533,0.5553633218,1,VIRGINIA,51,86,310,0,19,25,179,16,71,25,150,0,2,98,1,11017,538,82,261,70
15667,510147002337,Not Applicable,5101470,347,High,473,105.9700012,13.8,753,706,0.5161069225,0.5161069225,0.3241946539,1,VIRGINIA,51,87,349,0,9,24,67,16,233,40,119,0,9,29,1,12644,747,74,50.59406569,84
15668,510147000524,Not Applicable,5101470,393,High,351,118.7600021,12.6,733,762,0.4903010033,0.4903010033,0.2347826087,1,VIRGINIA,51,88,389,0,5,17,42,17,308,43,84,0,1,10,1,12644,698,86,50.59406569,88
15669,510147000652,Not Applicable,5101470,301,High,338,104.1699982,12.8,662,668,0.4977443609,0.4977443609,0.2541353383,1,VIRGINIA,51,91,307,0,2,9,23,6,267,42,85,0,8,10,1,12644,664,86,50.59406569,86
